PropertyName,Address,City,State,ZipCode,PhoneNumber,TotalSqFt,NetRentableSqFt,TotalAcres,NumBuildings,NumFloors,PropertyStatus,ImpressionRating,LocationRating,CompletionDate
Neighborhood Storage,2005 Corinth Drive,Seneca,SC,29672,8648859896,14150,13442,1.9,5,1,Completed,B,C+,1997-01-01
Upcountry Self Storage,424 Belvue Road,Travelers Rest,SC,29690,8647770926,10000,9500,2.35,4,1,Completed,C,C,1998-01-01
Northside Mini Storage,2075 Calhoun Road,Greenwood,SC,29649,8642231218,14200,13490,1.53,4,1,Completed,C,B-,1981-01-01
Paladin Quarters Mini - Storage,2717 Poinsett Hwy,Greenville,SC,29609,8642390555,38976,33129,3.91,7,2,Completed,B,B-,1994-01-01
Palmetto Storage,1850 New Cut Road,Spartanburg,SC,29303,8645990699,30050,28547,3.14,2,1,Completed,C,C+,1996-01-01
Paul Hunt's Mini Storage,1961 East Main Street,Easley,SC,29640,8648590882,8000,7600,0.95,4,1,Completed,C,B-,1998-01-01
Pelham & I - 85 Self Storage Center,5121 Pelham Road,Greenville,SC,29615,8646271776,68750,65312,7.6,11,1,Completed,B,B+,2000-01-01
Pelham Road Self Storage,345 Pelham Road,Greenville,SC,29615,8642325857,53400,45390,1.68,2,2,Completed,A,B,2019-06-14
Pickens Community Storage,2810 Gentry Memorial Hwy,Easley,SC,29642,8648596018,8566,8137,2.06,3,1,Completed,C,C,1978-01-01
Poinsett Carwash & Storage,208 North Poinsett Hwy,Travelers Rest,SC,29690,8648348180,8831,8389,3.97,4,1,Completed,C,C+,2004-01-01
"Storage Place on Keowee, The",101 Little Ponderosa Road,Seneca,SC,29672,8647239200,31920,30324,10.15,7,1,Completed,B,C+,2004-01-01
Powdersville Self Storage,11411 Anderson Road,Greenville,SC,29611,8642201898,64132,60925,5.93,12,1,Completed,B,B,1999-01-01
Prime Storage,1260 East Butler Road,Greenville,SC,29607,8644122733,49401,46930,2.8,4,1,Completed,C,B,1994-01-01
Prime Storage,2711 Woodruff Road,Simpsonville,SC,29681,8644788161,58281,55366,7.18,8,1,Completed,A,B+,2004-01-01
Public Storage,1749 White Horse Road,Greenville,SC,29605,8645588189,46956,44608,3.34,8,1,Completed,B,C+,1993-01-01
Public Storage,3129 Wade Hampton Blvd,Taylors,SC,29687,8645585203,39000,37050,2.5,6,1,Completed,B,C+,1990-01-01
Public Storage,2155 Chesnee Hwy,Spartanburg,SC,29303,8643458151,47428,45056,4.06,21,1,Completed,B,C,1978-01-01
Public Storage,625 West Blackstock Road,Spartanburg,SC,29301,8643458111,74184,70474,6.2,7,1,Completed,B,C+,1986-01-01
Public Storage,28 Woods Lake Road,Greenville,SC,29607,8645585148,35722,33935,1.98,8,1,Completed,B,A-,1993-01-01
Public Storage,9 Saluda Dam Road,Greenville,SC,29611,8645587011,122000,115900,13.56,20,1,Completed,B,C+,1990-01-01
Public Storage,290 Rocky Creek Road,Greenville,SC,29615,8645587053,123982,117782,13.8,16,1,Completed,B,B,1998-01-01
Public Storage,2112 North Pleasantburg Drive,Greenville,SC,29609,8645585152,77500,73625,5.2,10,1,Completed,A,C+,1998-01-01
Public Storage,114 North Main Street,Mauldin,SC,29662,8645587175,46800,44460,3.6,6,1,Completed,B,B,1993-01-01
Public Storage,3112 Grandview Drive,Simpsonville,SC,29680,8649627670,52365,49746,4.87,8,1,Completed,B,B-,1993-01-01
Public Storage,36 Pine Knoll Drive,Greenville,SC,29609,8645587223,53306,50640,3.6,8,1,Completed,B,B-,1993-01-01
Public Storage,305 McAllister Road,Greenville,SC,29607,8649360858,108555,NULL,1.65,1,3,Completed,A,B+,2016-11-01
Regional Self Storage,4977 South Main Street,Cowpens,SC,29330,8644639665,25930,24633,3.08,10,1,Completed,C,C,1990-01-01
River Road Storage,2531 River Road,Piedmont,SC,29673,8642952428,44600,42370,5.54,7,1,Completed,B,C+,2000-01-01
Robert's Mini Warehouse Storage,1409 James Cox Road,Belton,SC,29627,8643386348,33700,32015,6.17,5,1,Completed,C,C+,1998-01-01
Ryder Mini Storage Warehouses,110 Ryder Lane,Anderson,SC,29625,8642245389,52258,49645,6.56,9,1,Completed,C,C,1989-01-01
Safe Secure Space,700 John Dodd Road,Spartanburg,SC,29303,8645418734,35881,34086,2,1,1,Completed,B,B-,1972-01-01
Sanders Moving & Storage,4200 North Highway 81,Anderson,SC,29621,8642310374,32635,31003,2.98,6,1,Completed,B,C,1986-01-01
Sandy Springs Mini Storage,5298 Highway 76,Pendleton,SC,29670,8642260149,16260,15447,1.84,4,1,Completed,C,C,1993-01-01
Sav - It - Away Storage,300 Gulliver Street,Fountain Inn,SC,29644,8649154657,5900,5605,0.98,2,1,Completed,C,C+,2000-01-01
Scuffletown Road Mini Storage,430 Scuffletown Road,Simpsonville,SC,29681,8643290590,12994,12344,12,2,1,Completed,C,B+,2004-01-01
SecurCare Self Storage,1412 Poinsett Hwy,Greenville,SC,29609,8645589220,21948,20850,1.4,3,1,Completed,C,C,1993-01-01
SecurCare Self Storage,1480 Boiling Springs Road,Spartanburg,SC,29303,8646435046,71974,68375,3.46,5,1,Completed,B,C+,1998-01-01
SecurCare Self Storage,2815 White Horse Road,Greenville,SC,29611,8646251700,37580,35701,2.6,7,1,Completed,B,C+,1993-01-01
Self - Storage of Union,108 Siam Street,Union,SC,29379,8644275486,11017,10466,1.49,4,1,Completed,C,C,1993-01-01
Self Storage of Easley,712 South Pendleton Street,Easley,SC,29640,8648554494,30060,28557,3.77,11,1,Completed,C,C+,1990-01-01
Seneca Storage,505 Rochester Hwy,Seneca,SC,29678,8643246719,19584,18604,2.57,6,1,Completed,C,C+,1995-01-01
Seven Pines Mini Storage,111 Seven Pines Lane,Easley,SC,29640,8648363335,12000,11400,9.96,5,1,Completed,C,C-,1997-01-01
Simple Storage Solutions,3961 Parris Bridge Road,Boiling Springs,SC,29316,8644890908,20200,19190,2.18,11,1,Completed,C,B-,1993-01-01
Simple Storage Solutions,1114 West Floyd Baker Blvd,Gaffney,SC,29341,8644890908,21525,20448,2.73,5,1,Completed,C,C,1994-01-01
Simple Storage Solutions,169 Old John Dodd Road,Boiling Springs,SC,29316,8649785106,21060,20007,3.52,5,1,Completed,C,C+,1989-01-01
Simple Storage Solutions,314 East Bufford Street,Gaffney,SC,29340,8644890908,14408,13687,0.87,1,1,Completed,B,C+,2016-01-01
Small Storage,2350 South Pine Street,Spartanburg,SC,29302,8644271084,23502,22326,8.05,5,1,Completed,C,C+,2019-10-30
Small Storage,1309 West Main Street,Union,SC,29379,8644271084,58650,55717,20,11,1,Completed,C,C,1993-01-01
Smart Storage,115 Saco Lowell Road,Easley,SC,29640,8648555010,31390,29820,2.63,1,1,Completed,B,B,2009-01-01
South Pine St Storage,2379 South Pine Street,Spartanburg,SC,29302,8645850966,8100,7695,0.69,1,1,Completed,C,C+,1972-01-01
Southside Mini Storage,514 Panola Avenue,Greenwood,SC,29646,8642272161,18430,17508,2.68,6,1,Completed,C,C+,1987-01-01
CubeSmart Self Storage,175 Hidden Hill Road,Spartanburg,SC,29301,8645764576,70359,66841,12.49,6,1,Completed,C,C+,2003-01-01
Speedy Storage,4519 Belton Hwy,Anderson,SC,29621,8649582350,13500,12825,3.31,4,1,Completed,C,C+,2007-01-01
Sto & Go Mini Storage,2605 Boiling Springs Road,Boiling Springs,SC,29316,8645822786,11900,11305,1.29,3,1,Completed,C,B-,2005-01-01
Southeast Storage,640 Business Park Drive,Seneca,SC,29678,8648882292,68780,65341,5.15,4,1,Completed,B,B,2009-01-01
Storage Connection,4142 Calhoun Memorial Hwy,Easley,SC,29640,8642958993,7600,7220,1.78,2,1,Completed,C,C+,1996-01-01
Storage Rentals of America,616 Pearman Dairy Road,Anderson,SC,29625,8646063392,67036,63684,3.9,8,1,Completed,B,B,1986-01-01
Storage Rentals of America,1108 NE Main Street,Simpsonville,SC,29681,8643260199,78300,66555,5.82,1,2,Completed,A,C,2015-01-01
Storage Room Mini - Warehouses,21 East Settlement Road,Greenville,SC,29617,8642467666,19694,18709,2,8,1,Completed,C,C+,1993-01-01
"Storage Vault, The",345 West Phillips Road,Greer,SC,29650,8645611645,35861,34067,3.08,5,1,Completed,B,C+,2008-01-01
Storage Zone Self Storage,108 North Old Standing Springs Road,Greenville,SC,29605,8642369080,50435,47913,4.8,3,1,Completed,C,C,2004-01-01
Store - Right Mini Warehouses,3672 Abbeville Hwy,Anderson,SC,29624,8642969316,17150,16292,5.04,5,1,Completed,C,C,1999-11-09
Cubesmart Self Storage,240 Cedar Springs Road,Spartanburg,SC,29302,8646416683,125880,106998,3.56,1,2,Completed,B,B-,1984-01-01
Stowaway Self Storage,4350 Highway 24,Anderson,SC,29626,8642600220,43830,41638,2.88,3,1,Completed,B,B-,1998-01-01
Stroble Mini Storage,400 Fairview Road,Laurens,SC,29360,8649841041,11371,10802,0.78,3,1,Completed,C,C+,2003-01-01
Stroble Mini Storage,108 Henry Street,Laurens,SC,29360,8649841041,5113,4857,0.36,2,1,Completed,C,C+,2003-01-01
Stroble Mini Storage,139 Oakland Heights,Laurens,SC,29360,8649841041,19163,18204,1.46,6,1,Completed,C,C+,2001-01-01
Stroble Storage,295 Charlotte's Road,Clinton,SC,29325,8649841041,27932,26535,2.51,10,1,Completed,C,C,2002-01-01
T & T Self Storage,87 Del Lane,Clinton,SC,29325,8648711129,21940,20843,3.45,5,1,Completed,C,C,2005-01-01
Taylors Mini Warehouses,221 West Main Street,Taylors,SC,29687,8642446098,15600,14820,3.96,4,1,Completed,C,B-,1993-01-01
Thompson Road Mini Storage,118 Thompson Road,Chesnee,SC,29323,8644615333,10725,10188,1.34,3,1,Completed,C,C+,1992-01-01
Tiger Paw Storage,118 Old Anderson Road,Pendleton,SC,29670,8646467175,117900,112005,5.64,21,1,Completed,C,C+,1990-01-01
Tom's Secure Storage,2877 Farrs Bridge Road,Easley,SC,29640,8644420054,3000,2850,2,1,1,Completed,C,C,2003-01-01
Tony's Self Storage,687 Fleming Mill Road,Laurens,SC,29360,8646811100,6060,5757,1.52,2,1,Completed,C,C+,2005-01-01
Highway 6 Storage,5905 Highway 6 North,Houston,TX,77084,2813452200,61832,52557,2.35,9,2,Completed,C,B,2012-01-01
Hold Everything,13860 Shepard Hill Road,Willis,TX,77318,9368567655,45680,43396,3.21,5,1,Completed,C,B-,1992-01-01
Houston Mini Storage,12841 Main Street,Houston,TX,77035,7137214321,34200,32490,1.39,3,1,Completed,B,B,1980-01-01
Houston Mini Storage,1921 Hollister Street,Houston,TX,77080,7139350800,29515,28039,1.98,9,1,Completed,B,C,1996-01-01
Houston Mini Storage,614 West Donovan Street,Houston,TX,77091,7136944040,32920,27982,0.91,3,2,Completed,C,C,1984-01-01
Public Storage,1001 South Mason Road,Katy,TX,77450,2816403837,77865,73971,5.33,7,1,Completed,B,B-,2000-01-01
HP Storage,6140 North Sam Houston Pkwy West,Houston,TX,77066,7139653181,51966,38974,4.53,9,3,Completed,B,B+,2016-01-01
Huffmeister Mini - Storage,13710 Huffmeister Road,Cypress,TX,77429,2812562800,42355,40237,2.06,9,1,Completed,B,A,1990-01-01
Veterans Memorial Storage,11423 Veterans Memorial,Houston,TX,77067,2819651414,12330,11713,0.9,3,1,Completed,C,C,2006-01-01
Inwood Storage,8235 Antoine Drive,Houston,TX,77088,2814079727,47550,45172,3.59,7,1,Completed,B,B-,1996-01-01
Iron Guard Storage,16920 FM 2920 Road,Tomball,TX,77377,2818539127,73040,69388,5.22,5,1,Completed,B,B-,2005-10-11
Iron Guard Storage,24620 Franz Road,Katy,TX,77493,2813159845,59395,56425,3,4,1,Completed,A,B,2001-01-01
iStorage,11511 Gaston Road,Katy,TX,77494,2815741111,107421,102049,5.28,7,1,Completed,B,B-,2013-01-01
iStorage,5000 FM 2920,Spring,TX,77388,8328138566,72805,69164,4,6,1,Completed,B,C+,1984-01-01
Joe's Storage,1006-12 Lawrence Street,Rosenberg,TX,77471,2813416059,5060,4807,0.59,1,1,Completed,C,C+,1998-01-01
Katy Freeway Boat & RV Storage,27227 Katy Fwy,Katy,TX,77494,3462604009,89112,84656,10.93,4,1,Completed,C,B+,1986-01-01
Katy Kingsland Self Storage,22223 Kingsland Blvd,Katy,TX,77450,2817176744,33390,31720,1.61,3,1,Completed,B,B-,1985-01-01
Katy Personal Storage,5139 East 5th Street,Katy,TX,77493,2813919170,16800,15960,3.92,3,1,Completed,C,A-,1981-01-01
KBV Storage,5701 Texas 36,Rosenberg,TX,77471,2812324080,51080,48526,7.57,4,1,Completed,C,C-,1981-01-01
KCR Storage,12330 Knigee Cemetery Road,Cypress,TX,77429,8326047185,10720,10184,1.17,4,1,Completed,C,B-,1984-01-01
Kingsland Boulevard Self Storage,20333 Kingsland Blvd,Katy,TX,77450,8324648685,74570,70841,3.33,5,1,Completed,B,B+,1995-01-01
Klein Krimmel Self Storage,6902 FM 2920,Spring,TX,77379,8327173400,57245,48658,5.95,4,2,Completed,B,B+,2014-01-01
Klein Mini Storage,7613 Spring Cypress Road,Spring,TX,77379,2812510915,35176,33417,8.41,14,1,Completed,C,A-,1984-01-01
Kleinwood Storage,4910 Louetta Road,Spring,TX,77379,2813742046,37980,36081,3.72,4,1,Completed,B,B+,1998-01-01
Knoll Street Storage,1931 Knoll Street,Houston,TX,77080,7134645743,12082,11477,0.93,7,1,Completed,C,C,1970-01-01
My Attic Self Storage,23133 Kuykendahl Road,Tomball,TX,77375,2813778448,109430,93015,4.12,2,2,Completed,A,B+,2019-01-02
LakePointe Storage,11901 FM 1097,Willis,TX,77318,9368907772,84085,79880,12,8,1,Completed,B,B-,2015-01-01
Lakewood Mini Storage,12126 Louetta Road,Houston,TX,77070,2818164656,66800,63460,4.07,6,1,Completed,B,A-,1996-01-01
Langham Creek Mini Storage,18619 FM 529 Road,Cypress,TX,77433,2813451116,55395,52625,3.73,7,1,Completed,A,B,2003-01-01
LifeStorage,12455 Westpark Drive,Houston,TX,77082,2813773440,81810,77719,6.03,5,1,Completed,B,B+,1997-01-01
LifeStorage,16220 FM 529 Road,Houston,TX,77095,2818097771,50400,47880,2.96,7,1,Completed,B,B,1996-01-01
LifeStorage,6333 Spring Cypress Road,Spring,TX,77379,2816554844,117068,111214,6.29,7,1,Completed,B,A-,2002-01-01
LifeStorage,11500 FM 1960 Road West,Houston,TX,77065,2818075656,135905,115519,4,2,2,Completed,A,B,2004-01-01
LifeStorage,20770 Westheimer Pkwy,Katy,TX,77450,2815997766,170569,127926,3.57,2,3,Completed,A,B+,2003-01-01
LifeStorage,12555 Richmond Avenue,Houston,TX,77082,2815311556,100822,85698,2.32,2,2,Completed,A,B+,2008-01-01
LifeStorage,8902 Jones Road,Houston,TX,77065,2818107910,55076,52322,5.51,14,1,Completed,B,B,1994-01-01
LifeStorage,1770 E T C Jester Blvd,Houston,TX,77008,2816569520,160497,120372,6.74,6,3,Completed,A,B-,2000-01-01
LifeStorage,2870 Gessner Road,Houston,TX,77080,7134629200,146282,124339,5.45,3,2,Completed,A,B-,2006-01-01
CubeSmart Self Storage,5700 Washington Avenue,Houston,TX,77007,7138616004,101620,76215,0.61,1,5,Completed,A,B,2015-01-01
LifeStorage,32777 State Highway 249,Pinehurst,TX,77362,2812523235,98689,93754,5.47,5,1,Completed,B,B+,2003-01-01
LifeStorage,2828 FM 1488,Conroe,TX,77384,9363219800,119160,89370,2.46,2,3,Completed,A,B+,2001-01-01
LifeStorage,4455 Panther Creek Pines,The Woodlands,TX,77381,2812969111,65560,55726,1.64,1,2,Completed,A,B-,1997-01-01
LifeStorage,7835 West Sam Houston Pkwy North,Houston,TX,77040,7139377867,80950,60712,2.1,2,4,Completed,A,A-,1999-01-01
LifeStorage,23355 State Highway 249,Tomball,TX,77375,2813747788,129860,123367,5.21,4,1,Completed,A,B+,2000-01-01
LifeStorage,7951 Alden Bend Drive,The Woodlands,TX,77382,2812960077,68916,65470,3.19,5,1,Completed,A,A-,2000-01-01
LifeStorage,2499 South Mason Road,Katy,TX,77450,2814920393,119125,101256,3.95,5,2,Completed,A,A-,2001-01-01
LifeStorage,12711 Westheimer Road,Houston,TX,77077,2815565007,61200,58140,2.68,6,1,Completed,A,B,1996-01-01
LifeStorage,11220 South Highway 6,Sugar Land,TX,77498,2814957715,73800,70110,3.4,7,1,Completed,B,B+,2001-01-01
LifeStorage,3433 Fry Road,Katy,TX,77449,2813980400,103170,98011,8.56,12,1,Completed,B,B,1994-01-01
LifeStorage,16214 Spring Cypress Road,Cypress,TX,77429,2813040300,73150,69492,3.9,2,1,Completed,A,B+,2004-01-01
LifeStorage,8726 Long Point Road,Houston,TX,77055,7134681222,78280,74366,3.93,7,1,Completed,B,C,2000-01-01
LifeStorage,7400 Barker Cypress Road,Cypress,TX,77433,2818567500,124190,117980,6.29,6,1,Completed,A,B+,2003-01-01
LifeStorage,9145 Jones Road,Houston,TX,77065,2818076200,143588,136408,8.34,11,1,Completed,B,B-,1997-01-01
LifeStorage,15261 Highway 105 West,Montgomery,TX,77356,9365884242,98000,93100,4.5,6,1,Completed,A,B+,1998-01-01
LifeStorage,6911 Louetta Road,Spring,TX,77379,2813762300,76707,72871,5.15,5,1,Completed,B,A-,1993-01-01
LifeStorage,3800 Highway 6 South,Houston,TX,77082,2815960001,63441,60268,2.76,1,1,Completed,B,B,1996-01-01
LifeStorage,13033 Jones Road,Houston,TX,77070,2818904444,148600,141170,8.43,12,1,Completed,B,B+,2000-01-01
LifeStorage,5425 Katy Fwy,Houston,TX,77007,7138628200,69831,52373,1.05,1,3,Completed,A,B-,1999-01-01
LifeStorage,10114 Katy Fwy,Houston,TX,77043,7134616622,57932,55035,2.78,19,1,Completed,A,B-,1995-01-01
LifeStorage,4717 Cartwright Road,Missouri City,TX,77459,2812615453,163139,154982,7.1,10,1,Completed,A,A-,1998-01-01
LifeStorage,8625 Spring Cypress,Spring,TX,77379,2813740922,133150,126492,5.79,3,1,Completed,A,A-,2001-01-01
LifeStorage,5415 Bissonnet Street,Houston,TX,77081,7133490015,191835,143876,3.1,3,4,Completed,A,C+,2001-01-01
LifeStorage,2010 Wilcrest Drive,Houston,TX,77042,7139787867,86403,64802,1.85,2,4,Completed,A,C,1999-01-01
LifeStorage,7610 Highway 6 North,Houston,TX,77095,2815506683,80640,68544,3.11,3,2,Completed,B,B,2000-01-01
LifeStorage,1435 Silverado Drive,Houston,TX,77077,2816797867,79921,67932,3.14,4,2,Completed,B,B-,2000-01-01
LifeStorage,5110 Franz Road,Katy,TX,77493,2813917867,86205,64653,7.05,10,3,Completed,A,B,1995-01-01
LifeStorage,13300 West Little York Road,Houston,TX,77041,7139836222,75479,71705,3.53,9,1,Completed,A,B,1998-01-01
Lochness Storage,13556 Calvary Road,Willis,TX,77318,9368905440,123990,117790,7,11,1,Completed,B,B-,1998-01-01
Lochness Marina and R.V. Park,14560 Calvary Road,Willis,TX,77318,9368905400,53050,50397,20,6,1,Completed,B,B-,2009-01-01
Lock - N - Go Storage,5731 FM 2218,Richmond,TX,77469,2812393143,14800,14060,3.67,5,1,Completed,B,C+,2004-01-01
iStorage,1777 North Loop 336 West,Conroe,TX,77304,8329577814,110312,104796,10.98,9,1,Completed,A,B+,2005-01-01
Lok - Tite Self - Storage,1609 FM 359,Richmond,TX,77469,2813440008,54250,51537,5.19,4,1,Completed,B,B+,1996-01-01
Lone Star Storage,14402 FM 1097,Willis,TX,77318,9368908998,114354,108636,10.62,16,1,Completed,B,B+,2005-01-01
Lone Star Storage Center,20603 Clay Road,Katy,TX,77449,2813988000,93085,88430,5.97,10,1,Completed,B,B-,2004-01-01
Lonestar Storage Center,21145 FM 529,Cypress,TX,77433,8325937867,100820,95779,7,11,1,Completed,B,B,2005-01-01
M&D Storage,1623 Sawdust Road,Spring,TX,77380,2813674890,18240,17328,4.5,9,1,Completed,C,B+,2008-01-01
Magnolia Parkway Storage,18015 Farm to Market 1488,Magnolia,TX,77354,3462482871,52849,NULL,3.98,5,2,Completed,B,B-,2017-10-01
Magnolia Storage Center,20788 FM 1488 Road,Magnolia,TX,77355,2812524433,10080,9576,1.61,2,1,Completed,B,B,2007-01-01
Mason Storage & Service,4242 Katy Hockley Cut Off Road,Katy,TX,77493,2813710158,11795,11205,4.77,3,1,Completed,C,B-,1998-01-01
Master Mini Storage,14122 Hirschfield Road,Tomball,TX,77377,2812558811,28005,26604,3.53,10,1,Completed,B,B-,1993-01-01
Maxlok Self Storage,7069 Old Katy Road,Houston,TX,77024,7138627736,23300,19805,1.48,1,2,Completed,B,C,2005-01-01
Megacenter Willowbrook Self Storage,7075 FM 1960 Road West,Houston,TX,77069,8329309100,49193,46733,24.01,1,1,Completed,B,B,2019-01-04
SmartStop Self Storage,8415 Queenston Blvd,Houston,TX,77095,2816881920,82544,78416,3.66,3,1,Completed,B,A,2007-01-01
SmartStop Self Storage,27236 Highway 290,Cypress,TX,77433,2819407704,60114,57108,4.42,3,1,Completed,B,A-,2002-01-01
SmartStop Self Storage,23250 Westheimer Pkwy,Katy,TX,77494,2816234426,81300,69105,2.24,1,2,Completed,A,A,2003-01-01
SmartStop Self Storage,7474 Gosling Road,The Woodlands,TX,77382,9362419299,79595,67655,2.66,1,2,Completed,A,B+,2002-01-01
SmartStop Self Storage,3750 FM 1488 Road,Conroe,TX,77384,9362419499,84250,80037,6.07,3,1,Completed,B,B+,2007-01-01
Metro Self Storage,13800 Veterans Memorial Drive,Houston,TX,77014,2812011048,56000,53200,3.49,21,1,Completed,B,B+,1998-01-01
AAA All American Storage,14918 Foothill Blvd,Fontana,CA,92335,9098296000,115519,109743,5.35,5,1,Completed,C,B-,2001-01-01
AAA All American Storage,505 South Mountain Avenue,Ontario,CA,91762,9099836100,65481,62206,2.74,4,1,Completed,C,C,2003-01-01
AAA Mini Storage,1385 West Blaine Street,Riverside,CA,92507,9516849605,26695,25360,2.13,6,1,Completed,C,B-,1993-01-01
AAA Storage,82521 Market Street,Indio,CA,92201,7603425911,44100,41895,2.41,9,1,Completed,C,C-,1996-01-01
AAA Storage of Highland,27171 East 5th Street,Highland,CA,92346,9098628362,30992,29442,1.61,3,1,Completed,C,C+,1985-01-01
Able Storage,1348 West Baseline Road,Rialto,CA,92376,9098734500,210168,199659,10.78,9,1,Completed,C,B-,2002-01-01
Able Storage,14175 Perris Blvd,Moreno Valley,CA,92553,9514854850,124980,118731,5.34,7,1,Completed,C,B-,2004-01-01
Absolute Self Storage,72450 Varner Road,Thousand Palms,CA,92276,7607661523,84070,79866,3.86,4,1,Completed,B,B-,2009-01-01
Fast & EZ Self Storage,8448 Cypress Avenue,Fontana,CA,92335,9093508028,22337,21220,1,2,1,Completed,C,C,1984-01-01
Acme Mini Storage,17400 East Foothill Blvd,Fontana,CA,92335,9098228622,39138,37181,1.79,5,1,Completed,C,C,1985-01-01
Acme Mini Storage,14838 Foothill Blvd,Fontana,CA,92335,9093501138,57200,54340,3.06,9,1,Completed,C,B-,2003-01-01
Adobe Self Storage,5122 Adobe Road,Twentynine Palms,CA,92277,7603672741,52123,49516,3.36,4,1,Completed,C,C,1993-01-01
Storage Solutions,25093 Bay Avenue,Moreno Valley,CA,92553,9514722663,92347,87729,4.24,10,1,Completed,B,B-,2002-01-01
Storage Solutions,11215 Indiana Avenue,Riverside,CA,92503,9516437169,165973,157674,6.27,15,1,Completed,C,B,1998-01-01
Storage Solutions,859 Desert Lawn Drive,Beaumont,CA,92223,9518466861,150015,142514,11.08,4,1,Completed,C,C+,2006-01-01
Airport Mini Storage,7044 Arlington Avenue,Riverside,CA,92503,9516895400,125962,119663,6.8,16,1,Completed,C,B,1957-01-01
Airport Super Storage,1728 South Grove Avenue,Ontario,CA,91761,9099222009,87300,74205,2.8,3,2,Completed,A,B+,2005-01-01
Alessandro Mini Storage,21941 Alessandro Blvd,Moreno Valley,CA,92553,9512265999,48370,45951,2.91,8,1,Completed,C,C,1994-01-01
