ZipCode,Estimate!!Households!!Total,"Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars)
19426,12968,12.9,18.9,15,29.9,135239
19428,9270,14.6,20.8,13.3,17.7,103349
19435,45,37.8,28.9,0,0,77344
19436,369,7.6,3.8,7.9,20.6,66913
19437,379,0,25.9,16.4,47,188309
19438,9236,9.5,20.6,15.6,26,127614
19440,7524,14,15.3,17.2,12.1,89278
19442,0,-,-,-,-,-
19444,4764,14.2,16.7,19,23.5,128469
19446,23608,14.2,19,11.2,16.1,92541
19453,722,6,27.8,3,6.8,69423
19454,11178,12.9,17.9,12.6,20.7,101117
19456,71,0,46.5,0,26.8,129563
19457,49,46.9,0,6.1,0,-
19460,17208,12,20.3,13.6,19.9,107031
19462,6347,9.8,20.2,18.8,18.7,117587
19464,18586,14.5,17.3,6.5,6.8,67891
19465,7244,14.3,19.8,11.9,16.4,94949
19468,10572,18.6,17.3,11.5,13.5,89661
19472,39,53.8,0,0,0,92841
19473,6424,8.2,24,11.6,25.6,120768
19474,215,0,20,20.5,9.8,120029
19475,4814,16.8,12.4,10.1,19.3,82438
19477,26,0,0,0,0,-
19490,115,36.5,0,0,56.5,-
19492,409,6.4,0,3.9,9.5,36985
19501,438,8.7,25.3,9.4,2.5,68438
19503,452,17.9,17.5,7.7,4.2,68571
19504,1921,15.1,23.1,7.3,10.6,84014
19505,1522,34.4,15.7,7.8,1.8,85000
19506,2478,14.5,24.4,10.1,8.5,88125
19507,1191,11.7,25.9,6.9,9.8,83698
19508,6084,14.2,23.2,7.3,4.4,73488
19510,3320,15.6,29.8,10.5,11.1,105112
19511,54,0,57.4,0,0,-
19512,6876,14.3,18.6,6.3,6.4,71780
19516,92,6.5,12,6.5,4.3,52000
19518,5810,11.1,25,16.7,10.5,103289
19520,2484,12.4,23.5,8.1,13.7,89265
19522,5560,16.5,23.3,8.3,9.7,85976
19523,0,-,-,-,-,-
19525,5598,12.9,27.1,16.3,18.3,124537
19526,4728,15.1,14,6,5.9,62700
19529,1183,23.6,22,6.9,8.4,89567
19530,4748,15.1,13.8,9.2,7.3,61920
19533,2410,14.7,22.8,11.4,9.8,88750
19534,761,18.4,27.1,3.4,3,76648
19535,19,0,0,0,100,-
19536,248,10.9,10.1,1.6,0,54444
19538,33,45.5,24.2,0,30.3,-
19539,1581,19.8,19,11,8.5,87042
19540,4246,16.9,20,13.1,11.4,89532
19541,1610,15.9,18.4,15.4,7,83176
19543,2023,13.1,20.9,11.7,17.4,100234
19544,60,18.3,35,0,0,90455
19545,212,69.8,4.2,0,0,78488
19547,1904,11.4,20.3,11,12.9,85946
19549,125,19.2,17.6,4,0,52083
19550,158,11.4,17.7,2.5,0.6,53750
19551,1757,16.7,24,8,4.9,79963
19554,156,13.5,26.3,5.1,2.6,61250
19555,1393,13.5,19.9,6.3,2,66220
19559,115,13,22.6,1.7,0,-
19560,3806,22.8,15.1,2.7,1.8,68346
19562,1283,20.1,13.6,2.7,1.5,62128
19564,59,45.8,39,0,0,96898
19565,3388,11.4,16.2,5.3,10.6,62683
19567,2089,20.5,25.9,2.6,4.2,76875
19601,12390,8.8,6.8,2.8,1.1,34405
19602,6805,9.3,8,0.6,0.4,35092
19604,9581,13.7,10.3,3.4,1.1,44491
19605,7702,15.3,21.4,8.8,5.2,75986
19606,13771,13.4,18.7,10.1,7.4,74654
19607,9592,15.4,19.2,6.7,5.7,71606
19608,8662,15.5,21,13.3,14.7,98750
19609,4114,15.4,21,9.2,5.2,76938
19610,6783,9.5,16.3,11,16,83628
19611,4270,11.8,10.5,3.2,3.9,48500
19701,16192,16.1,20.9,12.1,13,95343
19702,20724,18.8,20.4,9.2,6.9,82790
19703,6622,11.1,20.1,5.1,5.4,63239
19706,679,15.6,16.5,3.8,2.4,64548
19707,6261,9.4,13.4,17,36.2,156819
19709,16880,12.9,24.8,15.1,15.7,110215
19710,17,52.9,0,0,47.1,-
19711,19358,11.9,17.7,10.1,12.2,80660
19713,11809,14.1,18.1,5.7,5.6,63613
19716,0,-,-,-,-,-
19717,0,-,-,-,-,-
19720,22685,13.7,20.1,5.9,5.6,67700
19730,168,14.9,19,16.1,10.7,88750
19731,114,0,14.9,12.3,17.5,-
19732,132,0,18.2,22,31.1,159167
19733,76,21.1,31.6,0,0,-
19734,4271,13,24.9,19.9,12.4,115421
19735,0,-,-,-,-,-
19736,13,0,0,0,0,-
19801,7463,8,7.7,3.6,2.5,37965
19802,10740,13.9,14.1,4.1,3.2,50761
19803,8523,11.8,19.2,12.6,23.3,116433
19804,7443,14.4,15.7,5,4,63909
19805,16059,12.2,12.2,4.5,3.1,50053
19806,5932,12.6,13.6,9.9,13.5,74464
19807,3379,9.3,22.2,5.6,38.3,124918
19808,15263,15.1,18.9,12.2,10,84964
19809,6198,16.7,19.2,11,5.9,76982
19810,10266,15.4,18.1,13.5,17.2,98459
19901,14103,15.4,12.2,5,3.3,55655
19902,0,-,-,-,-,-
19904,14513,14.3,16.4,5.8,3.3,60014
19930,1405,19,18.1,9,29.1,112868
19931,162,38.3,14.2,3.1,1.9,81818
19933,3712,12.2,16.5,4.2,3.9,52905
19934,4745,13.2,15.9,9.5,8.5,73398
19936,115,1.7,0,4.3,11.3,28917
19938,3001,18,28.6,9,2.8,85665
19939,3078,10.1,22.1,6.3,10,72870
19940,2144,10.4,18.5,8.5,1.5,58444
19941,1014,15.1,32,0.7,0.1,70250
19943,5032,13.4,15.7,10.1,3.1,65306
19944,298,9.1,10.4,10.4,28.5,98750
19945,3324,17.5,17.4,8,7.3,75192
19946,2010,14.3,21.7,4.9,4.6,59643
19947,6629,15.3,14.4,4.7,2.6,57894
19950,3016,19.4,11.1,10.7,3.5,66765
19951,814,20.1,17.3,9,6.6,83929
19952,3854,21.7,11.5,9.6,1.4,65644
19953,1731,15.5,16.4,6,1.6,61150
19954,599,14.5,17.5,9.7,2,53783
19955,97,20.6,6.2,0,0,37465
19956,5625,15.4,11.5,5.7,2,51171
19958,13249,13.8,16.6,8.9,13.8,78449
19960,2489,18.8,10.2,8,2.1,57656
19962,4142,14.1,24.8,15.1,4.7,88750
19963,8432,14.7,13.4,6.2,4.4,58987
19964,541,1.3,34.6,2,5.4,67829
19966,13797,14.4,17.1,4.2,5.2,64140
19967,924,10,24.4,7.7,10.4,85000
19968,5547,11.9,20.9,8.5,7,72801
19970,3666,16.4,16.7,8,10.1,77304
19971,7240,12.4,16.2,11.5,16,85636
19973,9659,10.9,15.3,9.1,3.9,58308
19975,4395,11.9,18.1,9.4,9.5,72474
19977,8546,14.8,19.2,9,2.7,69648
19979,269,39.4,14.9,3.7,4.1,86097
19980,100,41,5,2,0,-
20001,22974,10,17.5,14.4,26.8,126290
20002,31832,14.1,16.1,11.5,21.6,98391
20003,15993,10.1,21.9,14.8,31.7,141280
20004,1270,16.9,21.7,10.5,36.1,132292
20005,8802,14.4,16.3,9.1,23.1,98755
20006,637,11.6,6.9,1.7,7.1,32341
20007,11668,9.6,15.1,9.8,36.9,134908
20008,16989,12.8,16.9,13.1,27.4,119681
20009,28382,11.8,20.2,15,24.6,120493
20010,14255,12.6,18.1,11.2,22.3,106241
20011,26989,11.9,15.8,9.5,19.2,86614
20012,6784,8.6,17.7,10.1,25.2,109737
20015,6072,7.8,12.8,10.9,50.3,201635
20016,14092,8.2,15.7,10.7,41.2,156783
20017,8108,14.1,17.4,13,16.3,92373
20018,8858,8.9,14.5,11.1,15.1,74412
20019,26184,10.4,11,3.8,5,45419
20020,23071,11.4,10.7,4.4,4.5,43118
20024,8939,11,18,11.6,17.3,92745
20032,17796,9.7,10,4.6,5.8,43773
20036,3664,12.5,21.5,9.4,19.8,100417
20037,6696,11.1,18.5,7.2,23,94855
20045,0,-,-,-,-,-
20052,0,-,-,-,-,-
20057,0,-,-,-,-,-
20059,0,-,-,-,-,-
20064,0,-,-,-,-,-
20105,9366,8.4,21.2,20.6,40.8,177555
20106,1631,18.1,20.7,11.2,10.5,90911
20109,14582,20.6,18.5,11.2,7.3,83961
20110,15263,13.4,22.8,13.1,15.6,105007
20111,11025,15.5,24,10.5,14.1,97539
20112,8894,9.5,19,19.8,35.6,160195
20115,2713,6.6,15.6,18.9,26,128617
20117,1407,10.4,11.4,16.6,23.8,101052
20119,1208,20.9,15.1,11.4,25.2,111500
20120,14167,10.2,19.6,14.8,30.3,138630
20121,9458,14.4,26.9,15.3,17.4,117065
20124,5052,7.2,18.9,15,47.9,193333
20129,213,0,6.6,5.6,79.3,"250,000+"
20130,107,31.8,1.9,4.7,16.8,78875
20132,5710,8.1,21.4,18,35,158476
20135,1417,10.9,13.3,7,23.5,81927
20136,8977,11.8,23.1,22.3,32.4,159802
20137,718,5,23.3,14.1,32.3,138958
20141,2555,9.8,17.3,19.1,38.2,161118
20143,231,19,13,27.3,27.3,161193
20144,610,6.2,18.4,24.6,22.6,126184
20147,23624,9.1,20.2,17.9,30.6,146317
20148,18902,6.6,14.4,18.5,50,199955
20151,6681,11.3,17.7,14.6,30.2,131526
20152,10964,8.7,18.4,17.9,41.3,171853
20155,12052,13.2,24.5,18.2,23.3,131704
20158,1484,5.5,12.7,20.6,45.8,190526
20164,12583,11.6,22.7,15.2,20,118919
20165,11926,9.6,19.1,18.9,34.3,158427
20166,4672,10.5,19.8,12.9,25.3,121350
20169,8820,9.5,19.4,17.6,39.6,167099
20170,13764,12.7,19.8,16.5,27.4,132059
20171,17812,9.6,21.7,15.1,34.9,150066
20175,11500,8.2,16.5,13.6,35.9,148632
20176,16563,10.6,17,16,31.8,142909
20180,2573,16.2,17.6,16.3,31.2,146302
20181,2978,6.4,15.5,18.3,30.4,142639
20184,209,41.6,0,0,0,57091
20186,5889,13.1,21.5,12.9,13.7,94464
20187,6241,9.1,24,19,29.3,147220
20190,10301,12,18.7,18,21.9,115486
20191,11898,9.8,21.3,14.9,24.5,128076
20194,5638,12.8,24.3,13.1,33.7,143301
20197,915,8.9,20.8,4.2,52.6,206546
20198,760,12.2,28.8,9.7,11.3,92400
20204,0,-,-,-,-,-
20220,0,-,-,-,-,-
20230,0,-,-,-,-,-
20240,0,-,-,-,-,-
20245,0,-,-,-,-,-
20250,0,-,-,-,-,-
20260,0,-,-,-,-,-
20317,0,-,-,-,-,-
20319,0,-,-,-,-,-
20373,49,28.6,0,0,0,43750
20388,0,-,-,-,-,-
20390,0,-,-,-,-,-
20408,0,-,-,-,-,-
20415,0,-,-,-,-,-
20418,0,-,-,-,-,-
20422,0,-,-,-,-,-
20427,0,-,-,-,-,-
20431,0,-,-,-,-,-
20510,0,-,-,-,-,-
20515,0,-,-,-,-,-
20520,0,-,-,-,-,-
20530,0,-,-,-,-,-
20535,0,-,-,-,-,-
20540,0,-,-,-,-,-
20542,0,-,-,-,-,-
20551,0,-,-,-,-,-
20560,0,-,-,-,-,-
20565,0,-,-,-,-,-
20566,0,-,-,-,-,-
20591,0,-,-,-,-,-
20601,9544,13,29.5,10.3,13.3,105899
20602,10426,18.1,28.7,8.2,9,93814
20603,10944,11.8,23.4,18.7,20,126721
20606,52,38.5,32.7,28.8,0,101875
20607,3932,13.4,21.3,21.3,25.6,141992
20608,264,17.8,17.8,9.5,6.4,75313
20609,508,2.6,20.3,24,20.1,124000
20611,429,12.1,33.6,9.6,24.2,117697
20612,69,50.7,0,0,0,-
20613,5058,10.4,21.9,15.6,27.9,136111
20615,223,6.3,39.5,17.5,30.9,136528
20616,2468,19.5,25.2,17.8,8.3,101192
20617,198,14.1,32.8,18.7,16.7,113478
20618,389,10,9.8,14.4,2.3,52175
20619,5160,17.6,25.2,14.1,12,100986
20620,520,0,35.6,16.3,11.2,137143
20621,396,3.8,10.6,7.1,22.7,-
20622,1609,21.1,22.4,10.9,17.3,101544
20623,830,14.1,22.7,14.7,27.5,126591
20624,306,14.7,18,24.8,23.9,149333
20625,444,8.1,28.6,14.2,9.7,115491
20626,109,0,9.2,0,28.4,55694
20628,257,0.4,36.6,21.4,0,101025
20629,332,10.8,11.4,20.2,10.8,76618
20630,167,0,39.5,14.4,37.1,177760
20632,131,0,18.3,9.9,34.4,-
20634,2915,11.9,30.5,13.2,14.9,116123
20636,3349,13.2,23.6,17.3,23.1,129948
20637,2035,9.5,21.4,21.1,20.5,130547
20639,4705,11.3,22.8,17.2,29.5,136875
20640,4042,10.5,21.3,8.5,11.2,80375
20645,268,13.1,19,12.7,31,131719
20646,7001,10.1,23,19.9,17.5,119306
20650,5158,13.8,20,17.2,22.1,127288
20653,10367,12.4,20.5,13.3,8,81838
20656,50,0,0,0,0,50547
20657,7253,12.5,26.3,10,17.1,108640
20658,394,15.5,22.6,5.8,6.3,75500
20659,7984,12.1,26.2,14.9,13,108183
20660,0,-,-,-,-,-
20661,0,-,-,-,-,-
20662,923,9.2,18.9,10.1,6.8,59356
20664,1254,7.2,26.2,9.6,9.6,88167
20667,180,0,5.6,0,11.7,36048
20670,298,24.8,17.4,0,6.4,70000
20674,297,4,0,14.1,33.3,-
20675,694,7.3,37.2,7.3,15,101941
20676,1175,11.7,19.1,28.7,15.6,134669
20677,786,4.7,12.6,10.8,34,128750
20678,4506,10.4,21.7,10.9,21.1,109474
20680,225,18.7,26.7,11.1,6.2,98750
20684,339,1.5,17.4,17.7,27.4,102361
20685,2460,13,24.2,11.4,26.6,114323
20686,0,-,-,-,-,-
20687,208,0,20.7,7.2,32.2,130463
20688,716,12.8,34.1,17.9,9.5,115680
20689,629,17.5,12.9,25.6,29.9,165066
20690,329,4.9,21,8.2,29.2,136339
20692,216,0,28.7,35.6,23.6,161316
20693,350,8,30,21.1,24.3,142045
20695,4073,11,19.5,19.2,19.4,118085
20701,260,4.6,22.3,0,5,73723
20705,8958,15.6,24,11,10.9,95802
20706,13111,16.7,22.3,11.9,10.6,91668
20707,13525,14.5,20.6,12.4,13.5,91315
20708,10279,12.5,19.8,7.1,9.6,73025
20710,3497,11.3,9.7,4.6,2.4,54435
20711,2272,13.1,14.3,11,20.5,89286
20712,4592,13.3,11.2,5.7,3.5,59624
20714,1660,17.5,25.6,6.8,10.5,79655
20715,8996,10.5,27.7,18.2,22.5,130847
20716,8805,12.3,24.1,15.8,15.3,109177
20720,8147,9.2,27.2,16.5,32.3,147635
20721,10364,11,23.2,17.8,31.8,148158
20722,2135,11.8,23.1,11.1,6.4,77146
20723,11878,12.9,20.7,16.7,25.9,123467
20724,6962,14.7,22.7,15.4,7.9,96036
20732,4069,9.6,28.1,17,15.7,120358
20733,1085,11.2,17.6,12.4,27.7,115156
20735,13117,16.6,24.2,17,17.5,113809
20736,3363,10.5,28.2,19.8,24.7,139321
20737,6492,13.6,19.9,9.7,9.1,78947
20740,11182,10.7,14.8,11.4,10.6,70515
20742,0,-,-,-,-,-
20743,15013,13.6,20.4,7.1,5,68762
20744,19724,14.2,23.9,15,18.7,112260
20745,11674,14.8,19.3,7.2,6.2,73228
20746,12447,15,19.4,7.5,5.7,72562
20747,16493,13.8,18.6,6.6,5.3,67136
20748,16075,12.3,21.7,7.9,5.9,73194
20751,928,9.7,18.5,11.3,28.3,116250
20754,2277,8.3,24.5,17.4,29.6,141480
20755,2943,15.3,20.8,11.7,12.4,92603
20758,240,15.4,17.9,17.9,20.8,103750
20759,1903,3,20.5,15.9,52.2,225250
20762,841,16.9,24.1,11.7,6.4,79837
20763,1093,3.5,27.5,12.4,16.3,114702
20764,1444,23.1,23.3,13.4,12.2,97778
20765,188,3.2,3.7,47.9,3.7,161071
20769,2173,9.9,26.8,15.7,34.4,150077
20770,12019,12.3,20.8,8.2,8,74180
20771,0,-,-,-,-,-
20772,18915,12.8,25.8,17,21.7,126503
20774,20011,14.7,24.4,15.3,15.8,111934
20776,1121,10.4,20.5,20.8,14.6,112837
20777,1156,4.8,12.9,25,48,196542
20778,809,14.2,18.5,30.9,25.7,167292
20779,514,9.1,21.8,13.8,20.2,105735
20781,4291,11.7,21.9,11.7,13.9,89846
20782,12286,14.2,15.6,9.6,8.6,71819
20783,13533,15.8,18.6,7.6,5.5,71391
20784,10120,16.3,20.1,8.7,6.3,76830
20785,15401,17.5,19.3,9.6,5.6,77829
20794,3963,21.9,20.6,15.9,12.5,95764
20812,99,4,26.3,10.1,35.4,131250
20814,13429,7.9,16.4,14.5,34,144655
20815,13233,8.6,12.8,11.5,44.7,175053
20816,6373,7.8,12.8,11.4,53.5,213828
20817,13619,5.5,10.3,12.1,54.1,217674
20818,755,0,9.9,16,50.3,205391
20832,8485,9.6,18.6,18.6,32.6,155516
20833,2615,9.1,14.1,17,44.1,186888
20837,2229,6.1,17,13.9,43.4,179848
20838,90,6.7,30,2.2,42.2,141667
20839,62,24.2,48.4,27.4,0,138833
20841,2920,4.7,20.8,15.8,41.4,167353
20842,661,8.9,12.9,18,29.3,140417
20850,20766,12.2,20.1,14.9,22.7,117093
20851,5168,9.2,21.5,14.5,13.7,97318
20852,21414,11,21.3,13.7,22.5,113482
20853,9794,13.4,17.8,17.1,26,133141
20854,17030,4.7,11.9,13.5,54.7,217477
20855,6140,9.6,23.6,14.7,27.6,139899
20860,746,8.4,28.4,5.8,35.5,111949
20861,1135,7.9,21.7,18.8,37,165046
20862,155,0,34.2,41.9,23.9,165724
20866,5006,11.5,24.8,18.2,20.8,127937
20868,156,39.1,9,0,32.7,98289
20871,8185,11.4,21.9,18.9,31.5,150588
20872,4510,9.1,20.6,18.4,21.6,127604
20874,22011,14,25.2,12,14.4,103443
20876,8598,15.9,23.5,12.5,13.8,99643
20877,12496,10.3,20.5,10.4,9.9,77264
20878,24477,11,18.9,13.7,30.2,130469
20879,8836,15.4,20.9,13.6,13.7,96197
20880,319,12.5,31.7,16.3,26,122386
20882,4657,7,24.3,20.3,32.9,159898
20886,12305,15.7,19.5,10.2,12.4,85789
20889,0,-,-,-,-,-
20892,0,-,-,-,-,-
20894,0,-,-,-,-,-
20895,7082,7.2,15.3,13.5,38.7,158204
20896,336,4.8,11.6,14.6,57.4,241875
20899,217,14.3,0,0,0,-
20901,13012,11.3,18,14,26.3,116805
20902,17776,13.9,22,12.4,15.9,100435
20903,7211,16.5,14.7,8.4,10.1,74607
20904,20706,13.9,17.9,11.4,13.4,86513
20905,5564,11.2,16.8,16.2,28.8,133947
20906,25547,13.1,19.4,8.3,13.6,84909
20910,21332,12.6,21.8,11.8,17.1,101124
20912,9738,10.5,11.7,8.7,16.1,67427
21001,10275,11.6,22.3,8.8,5.6,73071
21005,758,8.3,35.4,15.7,11.5,128393
21009,12367,18.8,24.4,15,11.2,101058
21010,103,43.7,19.4,0,0,82813
21012,8136,13.1,26.2,19.4,22.2,133481
21013,1855,5.9,23.2,20.3,29,148224
21014,14270,11,21.6,13.5,15.1,100556
21015,10916,9.1,20.3,18.1,24.7,129913
21017,2384,25.7,20.8,9.1,3.3,82794
21023,30,0,0,20,60,210417
21028,965,10.6,25.9,7.7,22.3,108821
21029,3964,5,10.2,20,56.5,223448
21030,10843,11.2,16.3,10.7,16.2,85831
21031,18,0,0,0,0,-
21032,2902,9.2,20.4,10.3,33.4,132900
21034,1203,15.2,21.1,9.4,7,79071
21035,2897,8.4,15.6,15.4,41.3,163750
21036,744,3.1,17.3,17.7,38,173958
21037,7981,11,26,15.1,20.6,124759
21040,9162,17.9,18,7.3,4.5,72277
21042,14748,9.3,17.3,16.3,36.6,159032
21043,17098,10.3,15.9,16.3,29.4,138261
21044,18237,12.8,21.3,13.9,20.5,110785
21045,15307,13.4,23.1,17,16,110111
21046,6189,17.2,25.4,17,18.1,113346
21047,4643,14.3,20.7,16.8,27.5,136613
21048,3715,11.6,28.9,12.5,19.2,121275
21050,6399,13.5,19,17.4,19.1,113794
21051,63,0,17.5,14.3,41.3,170972
21052,249,4,31.7,8.8,1.2,68542
21053,1123,19.1,18.7,12.5,17,97865
21054,4946,8.8,18.2,18,29.9,140305
21056,127,0,0,0,85.8,"250,000+"
21057,1614,8.5,22.1,14.4,30.3,131184
21060,15007,15.3,23.9,11,9.2,86669
21061,22311,16.8,19.8,7.8,5.5,74876
21071,158,34.8,9.5,10.8,25.3,-
21074,6005,13,20.7,12.9,11.8,87679
21075,12322,12,21.8,15.9,19.4,117565
21076,7932,14,28.9,20.4,16.9,124664
21077,43,0,0,74.4,0,161382
21078,8004,12.1,18.7,12.6,15.8,94409
21082,272,8.1,39,15.1,22.8,130938
21084,2675,12.4,20.3,16.7,14.7,101918
21085,6451,15.9,23.1,11.9,13,97919
21087,2197,12.4,15.5,16.5,22.1,106992
21090,3703,18.8,28.3,16.5,10.3,106793
21093,15769,11.1,18.3,13.7,22.8,111016
21102,4342,17.3,22.8,15.2,13.4,103084
21104,2030,6.6,17.1,15.1,43.2,180789
21105,0,-,-,-,-,-
21108,6092,9.2,27.4,17.8,22.5,131667
21111,1854,18.9,17.3,15,29.7,137008
21113,14974,13.9,23.1,15.3,12.7,103099
21114,9334,13,24,16.2,21.4,123739
21117,23142,14.1,21.6,13.8,11.6,94417
21120,2427,12.9,28.8,16.4,26.3,137761
21122,22734,13.6,25.5,13.5,16.4,111376
21128,5437,11.2,17.6,13.8,23.7,112332
21130,21,100,0,0,0,-
21131,2696,13.4,11.4,14.8,40.5,163370
21132,1007,11,32.8,14.2,17.3,136488
21133,11674,17.5,17.7,10.2,6.2,77593
21136,13746,11.1,19.1,12.3,15.6,93750
21140,1474,9.3,22.5,11.3,34.1,131382
21144,12781,10.7,22.1,17.9,20,118272
21146,9990,8.4,17.6,15.9,36.2,157655
21152,2651,7.6,27.9,7.5,22,105304
21153,318,16.7,5,6.9,38.4,110625
21154,2429,11.5,14.5,16.2,19.6,101103
21155,978,6.6,16.9,13.3,29,125395
21156,126,8.7,51.6,9.5,19.8,117750
21157,14410,10.2,22.8,12.1,11.6,92846
21158,8355,14.7,26.1,12.6,10.5,97822
21160,984,5.9,15.8,14,20.3,100278
21161,2125,8,21.9,13.8,19.1,109219
21162,1423,9.6,20.5,18.3,27,139028
21163,2535,14.2,20.4,13,23.6,114063
21201,10068,8.8,11.7,4.2,3.8,40932
21202,10095,13.4,10.8,5.9,7.1,54477
21204,8363,10,17.7,10.3,17.5,90032
21205,5265,9.3,5.5,1.9,2,33493
21206,20047,16.5,14.8,5.5,3.1,58036
21207,19360,13.1,14.9,7.2,3.4,57011
21208,15289,13.8,22.7,9,11.6,87912
21209,11511,12.3,17,9.4,17.4,86730
21210,5337,11.5,11.8,9.2,30.9,106925
21211,8333,13.1,17.2,11.5,7.8,74430
21212,12679,10.5,15.1,9.5,21.4,88679
21213,11288,10.3,11.4,2.7,2,44121
21214,8381,14.3,20.2,9.1,5.2,73308
21215,21287,10.5,8,4.6,4.1,42357
21216,11196,10.5,12.8,0.9,1.8,42906
21217,14392,7.3,8.2,3.1,4.3,34884
21218,18180,10.3,12.2,6.6,7.9,56250
21219,3449,12.2,20.1,16.3,13.8,101172
21220,15970,13.6,19.9,7.9,7.4,72724
21221,16827,11.6,15.3,8.8,4.3,60477
21222,22322,12.3,14.8,5.8,2.8,56940
21223,8292,9.9,7.8,1.4,1.5,31947
21224,19254,10.8,19.6,10.8,11.6,80984
21225,12648,10.1,11.6,4.5,2.3,43707
21226,2369,5.9,25.5,8.3,4.6,67064
21227,13731,11.7,17.2,12.3,6.3,71213
21228,19582,13.4,21.5,10.4,14,93792
21229,17811,11.6,9.5,4.7,2.9,48725
21230,15308,10.5,20.2,11.3,14.6,88962
21231,7975,11.6,14.6,9.1,14,73089
21233,0,-,-,-,-,-
21234,27842,13.3,19.2,9.5,6.6,73377
21236,15504,13.2,22.9,10.6,6,81279
21237,11946,14,21,12.6,6,80401
21239,11617,9.5,16.5,4.4,5.3,57103
21240,0,-,-,-,-,-
21244,13934,17.5,18,6.7,5.4,72999
21250,0,-,-,-,-,-
21251,0,-,-,-,-,-
21252,0,-,-,-,-,-
21285,0,-,-,-,-,-
21286,9270,15.1,15.8,11.7,15.4,89417
21287,0,-,-,-,-,-
21401,17347,12.7,21.1,14.8,20.6,112599
21402,363,10.5,30,4.4,2.8,66534
21403,14138,15.4,18.5,11.5,18.6,98684
21405,179,5.6,13.4,11.7,36.3,138750
21409,7466,17.1,20.9,15.4,26.1,130816
21502,16681,15.1,12.4,4.2,2.6,53122
21520,865,15.1,11,5.1,6.8,57128
21521,640,13.6,17.5,0,3.8,54286
21523,99,23.2,0,0,0,17066
21524,289,20.1,4.2,5.5,2.1,56736
21529,261,6.5,16.1,1.9,5.7,47120
21530,806,15.1,13.9,1.7,2.6,57143
21531,954,4.4,10.8,8.4,0.9,40438
21532,4867,12.5,13.6,4.7,2.1,50349
21536,1470,11.5,14.4,3.5,7.6,60268
21538,310,39.4,12.9,0.6,4.2,97619
21539,992,15.6,12.1,7.4,1.2,51442
21540,25,0,4,0,0,40750
21541,800,17.8,8.9,1.1,4.9,51813
21542,62,0,0,0,0,13889
21543,202,10.9,24.8,0,0,33750
21545,770,20.5,16.6,0,3.5,48654
21550,5908,14.3,13.8,3.2,6.2,57778
21555,636,19.3,13.7,3.3,0,52083
21557,764,27.1,1,2.6,0,45093
21560,8,0,0,0,0,-
21561,1061,7.6,17.7,10.9,8.1,65647
21562,1195,11.3,7,4.4,0,46961
21601,10094,12.9,19,8.4,10.8,77069
21607,200,19.5,25,13,9,87917
21610,170,10.6,30,7.1,0.6,73750
21612,283,13.1,24.7,11.3,21.9,101042
21613,7439,10.1,13.6,4.7,5.9,48281
21617,3560,12.9,24.4,14.2,16.5,113026
21619,2362,23.3,16.9,11,14.6,88750
21620,5369,9.9,16.4,9.7,7.1,63164
21622,234,13.2,9.4,3.8,4.7,46932
21623,939,12.4,18,8.1,6.9,69893
21624,116,8.6,29.3,6,4.3,-
21625,796,19.8,20.4,5,20.5,91458
21626,34,0,11.8,0,17.6,53500
21627,15,0,33.3,0,0,-
21628,189,28,4.8,0,0,72031
21629,3413,11.7,14.4,9,9.8,64534
21631,1033,13,17.6,5.3,7.2,62026
21632,2493,15.2,9.2,5.1,4,52758
21634,190,13.2,16.3,5.3,0,46154
21635,874,8.1,28.8,16.9,5.4,104063
21636,348,20.7,14.4,2.9,4.9,70100
21638,1955,7.8,23.3,15.7,19.8,120938
21639,1723,11.3,23.4,4.5,3,54882
21640,539,22.4,18.9,5.2,0,70875
21641,56,32.1,5.4,0,0,62917
21643,2009,16.6,20.7,1.9,0.8,61115
21644,7,0,0,0,0,-
21645,478,3.1,16.3,31.6,9,123500
21647,183,37.2,25.1,24.6,2.2,100583
21648,44,0,50,0,20.5,140694
21649,570,18.4,16.3,2.8,1.2,50625
21650,92,42.4,23.9,0,5.4,86282
21651,1056,7.1,26.1,2.7,6.9,64500
21652,103,24.3,41.7,8.7,19.4,110846
21653,50,28,32,28,0,116250
21654,616,16.9,16.1,2.8,17,80833
21655,1854,20.7,16.8,7.9,6.3,77917
21657,435,20.5,29,5.3,7.1,95139
21658,1456,12.1,24.6,12,19.6,114167
21659,393,15.3,21.9,7.9,7.9,81065
21660,1502,18.9,20.5,4.9,4.1,71900
21661,1222,22.3,11.8,1.9,8,64643
21662,275,7.6,5.1,12,40,155982
21663,1630,10.5,12,5.7,19.1,71765
21664,221,11.8,27.1,3.2,0,70288
21665,58,19,43.1,6.9,8.6,132917
21666,5315,13.1,24.9,11.5,18.4,107797
21667,89,10.1,23.6,18,0,90417
21668,599,14.2,20.4,12.2,3.7,77560
21669,73,4.1,12.3,23.3,8.2,-
21671,368,10.1,5.7,12.8,3.3,55081
21672,82,0,37.8,0,0,70577
21673,1197,14.2,18.5,4.9,10.6,71131
21675,35,0,0,0,17.1,41607
21676,238,5.5,29,19.3,5.5,100500
21677,201,18.4,11.9,3.5,7,59453
